time,throttle,brake,steering,speed,ttc
14.447075,0,0.3,2.58885,0.000087,0
14.471606,0,0.3,2.58885,0.000339,0
14.496109,0,0.3,2.58885,0.000348,0
14.520623,0,0.3,2.58885,0.000138,0
14.546226,0,0.3,2.58885,0.000204,0
14.571362,0,0.3,2.58885,0.000281,0
14.596047,0,0.3,2.58885,0.000324,0
14.62078,0,0.3,2.58885,0.00029,0
14.645465,0,0.3,2.58885,0.000195,0
14.670191,0,0.3,2.58885,0.000133,0
14.694868,0,0.3,2.58885,0.000177,0
14.719572,0,0.3,2.58885,0.000187,0
14.744224,0,0.3,2.58885,0.000409,0
14.768917,0,0.3,2.58885,0.000371,0
